target_id,K_construction,K_proven,m_operators,expression,alpha_rigidity,gradient_absence_g,best_proper_subtree_nmse,n_crit,rigid_subset,overflow_fraction,domain_lo,domain_hi,n_points
K17_21,17,,8,"eml(eml(eml(1, eml(x, eml(x, eml(x, 1)))), x), eml(x, eml(1, x)))",0.5,false,0.60409918343129,4.0,false,0.0,2.0,3.0,100
K17_22,17,,8,"eml(eml(1, eml(eml(x, eml(x, eml(eml(1, x), eml(x, 1)))), 1)), 1)",0.5,true,21711.88175163587,4.0,true,0.0,2.0,3.0,100
K17_23,17,,8,"eml(1, eml(1, eml(eml(1, eml(x, eml(eml(1, eml(x, x)), 1))), 1)))",0.75,false,14.617040710777262,6.0,false,0.0,2.0,3.0,100
K17_24,17,,8,"eml(1, eml(eml(x, eml(eml(x, eml(1, x)), 1)), eml(x, eml(x, 1))))",0.375,true,4.544267541696004,3.0,false,0.0,2.0,3.0,100
K17_25,17,,8,"eml(eml(eml(1, eml(eml(x, eml(eml(1, eml(1, x)), 1)), 1)), 1), 1)",0.75,true,2692.1239252226605,6.0,true,0.0,2.0,3.0,100
K17_26,17,,8,"eml(eml(eml(1, eml(eml(1, 1), eml(1, x))), eml(eml(1, x), x)), x)",0.875,false,90.31753269488657,7.0,false,0.0,2.0,3.0,100
K17_27,17,,8,"eml(x, eml(eml(1, x), eml(eml(1, eml(x, 1)), eml(1, eml(1, x)))))",0.0,false,0.31640555783391405,0.0,false,0.0,2.0,3.0,100
K17_28,17,,8,"eml(eml(1, eml(x, eml(eml(1, x), eml(1, eml(1, eml(1, x)))))), 1)",0.25,false,0.8456990507594926,2.0,false,0.0,2.0,3.0,100
K17_29,17,,8,"eml(eml(1, eml(x, eml(eml(eml(1, eml(eml(1, x), x)), x), x))), 1)",0.5,false,0.8954737179183385,4.0,false,0.0,2.0,3.0,100
K19_00,19,,9,"eml(eml(1, eml(eml(eml(1, eml(x, 1)), x), 1)), eml(eml(1, eml(x, x)), x))",0.2222222222222222,false,0.22901468279876466,2.0,false,0.0,2.0,3.0,100
K19_01,19,,9,"eml(eml(1, eml(eml(1, eml(eml(eml(1, eml(x, x)), 1), eml(x, 1))), x)), 1)",0.4444444444444444,false,0.12411605078372992,4.0,false,0.0,2.0,3.0,100
K19_02,19,,9,"eml(1, eml(1, eml(eml(1, x), eml(eml(x, eml(eml(x, x), x)), eml(x, x)))))",1.0,true,168.67940047287829,9.0,true,0.0,2.0,3.0,100
K19_03,19,,9,"eml(eml(1, eml(x, eml(eml(eml(1, eml(eml(1, 1), 1)), x), x))), eml(x, 1))",0.4444444444444444,false,5.032514939743929,4.0,false,0.0,2.0,3.0,100
K19_04,19,,9,"eml(eml(1, eml(x, eml(eml(eml(1, eml(x, 1)), x), 1))), eml(1, eml(1, x)))",0.3333333333333333,false,0.2385463161228215,3.0,false,0.0,2.0,3.0,100
K19_05,19,,9,"eml(1, eml(eml(eml(1, eml(eml(1, x), x)), x), eml(eml(1, x), eml(1, x))))",0.4444444444444444,true,1.8612860838239722,4.0,false,0.0,2.0,3.0,100
K19_06,19,,9,"eml(eml(eml(1, eml(eml(1, x), x)), eml(1, eml(eml(1, x), eml(1, x)))), 1)",0.3333333333333333,false,5.262957839644367,3.0,false,0.0,2.0,3.0,100
K19_07,19,,9,"eml(eml(1, eml(eml(x, eml(eml(eml(1, eml(1, x)), eml(1, 1)), 1)), x)), x)",0.3333333333333333,true,1.6279815219639227,3.0,false,0.0,2.0,3.0,100
K19_08,19,,9,"eml(eml(eml(eml(1, eml(1, x)), eml(eml(x, x), 1)), eml(eml(1, 1), 1)), 1)",0.8888888888888888,true,328.90274494617984,8.0,true,0.0,2.0,3.0,100
K19_09,19,,9,"eml(eml(eml(1, eml(eml(1, 1), 1)), x), eml(eml(x, eml(eml(x, x), 1)), x))",0.8888888888888888,true,3.4971140707155133,8.0,true,0.0,2.0,3.0,100
K19_10,19,,9,"eml(eml(1, eml(x, eml(x, x))), eml(1, eml(eml(1, eml(x, eml(1, 1))), x)))",0.4444444444444444,false,0.2730200845477866,4.0,false,0.0,2.0,3.0,100
K19_11,19,,9,"eml(1, eml(eml(eml(1, x), eml(eml(1, eml(1, eml(x, eml(1, x)))), 1)), x))",0.3333333333333333,true,1.4388672128194078,3.0,false,0.0,2.0,3.0,100
K19_12,19,,9,"eml(x, eml(eml(1, 1), eml(eml(eml(eml(1, eml(x, eml(1, 1))), x), 1), 1)))",0.1111111111111111,false,0.2012680396036402,1.0,false,0.0,2.0,3.0,100
K19_13,19,,9,"eml(eml(1, eml(x, eml(eml(1, 1), eml(1, eml(x, eml(1, x)))))), eml(x, x))",0.3333333333333333,false,1.4417820059336015,3.0,false,0.0,2.0,3.0,100
K19_14,19,,9,"eml(eml(eml(1, eml(x, eml(x, eml(x, 1)))), eml(x, eml(1, eml(1, x)))), x)",0.5555555555555556,false,0.9363091199517541,5.0,false,0.0,2.0,3.0,100
K19_15,19,,9,"eml(eml(eml(1, eml(eml(1, x), 1)), eml(eml(1, x), eml(1, x))), eml(1, 1))",0.4444444444444444,false,0.7468151107582404,4.0,false,0.0,2.0,3.0,100
K19_16,19,,9,"eml(eml(1, x), eml(eml(1, eml(eml(eml(1, x), eml(eml(1, x), 1)), 1)), x))",0.5555555555555556,false,20.13265679351633,5.0,false,0.0,2.0,3.0,100
K19_17,19,,9,"eml(eml(1, eml(eml(1, eml(1, eml(x, x))), 1)), eml(x, eml(1, eml(1, 1))))",0.5555555555555556,false,8.727981836546315,5.0,false,0.0,2.0,3.0,100
K19_18,19,,9,"eml(x, eml(eml(x, 1), eml(1, eml(x, eml(x, eml(1, eml(eml(1, 1), x)))))))",0.6666666666666666,false,31587859.522858925,6.0,false,0.0,2.0,3.0,100
K19_19,19,,9,"eml(eml(eml(eml(1, eml(x, eml(1, eml(1, 1)))), eml(1, 1)), x), eml(1, 1))",0.6666666666666666,false,0.7084052802592008,6.0,false,0.0,2.0,3.0,100
K19_20,19,,9,"eml(eml(1, 1), eml(1, eml(x, eml(eml(x, 1), eml(eml(1, eml(1, x)), 1)))))",0.6666666666666666,false,249.4080884641776,6.0,false,0.0,2.0,3.0,100
K19_21,19,,9,"eml(eml(1, 1), eml(eml(eml(1, eml(x, eml(eml(1, x), x))), eml(x, x)), 1))",0.6666666666666666,false,35.97021343485379,6.0,false,0.0,2.0,3.0,100
K19_22,19,,9,"eml(eml(1, x), eml(eml(eml(1, eml(eml(1, x), 1)), eml(eml(1, x), x)), x))",0.5555555555555556,false,0.28570361532043,5.0,false,0.0,2.0,3.0,100
K19_23,19,,9,"eml(1, eml(1, eml(eml(x, eml(eml(x, eml(eml(1, eml(1, 1)), 1)), x)), 1)))",1.0,false,1.3235124717936708,9.0,false,0.0,2.0,3.0,100
K19_24,19,,9,"eml(eml(eml(1, eml(x, eml(1, eml(1, 1)))), 1), eml(eml(eml(1, x), x), x))",0.6666666666666666,false,1.9879398364398257,6.0,false,0.0,2.0,3.0,100
K19_25,19,,9,"eml(x, eml(eml(eml(eml(1, eml(x, x)), 1), eml(eml(x, x), x)), eml(1, x)))",0.4444444444444444,false,0.7285177616522127,4.0,false,0.0,2.0,3.0,100
K19_26,19,,9,"eml(1, eml(eml(eml(1, eml(eml(1, eml(1, x)), x)), eml(1, x)), eml(x, x)))",0.8888888888888888,false,0.6564267806109056,8.0,false,0.0,2.0,3.0,100
K19_27,19,,9,"eml(1, eml(1, eml(1, eml(1, eml(eml(1, eml(x, 1)), eml(eml(1, 1), x))))))",1.0,true,1876.6685196005824,9.0,true,0.0,2.0,3.0,100
K19_28,19,,9,"eml(x, eml(eml(eml(eml(1, eml(eml(1, 1), eml(1, eml(x, 1)))), 1), x), 1))",0.3333333333333333,false,0.16933422654229766,3.0,false,0.0,2.0,3.0,100
K19_29,19,,9,"eml(eml(1, eml(x, x)), eml(eml(eml(1, eml(eml(1, 1), x)), eml(x, x)), 1))",1.0,false,1.1141781432992166,9.0,false,0.0,2.0,3.0,100
K21_00,21,,10,"eml(1, eml(eml(eml(eml(1, eml(x, eml(1, eml(eml(1, x), eml(1, x))))), 1), x), x))",0.3,false,1.3313098305784403,3.0,false,0.0,2.0,3.0,100
K21_01,21,,10,"eml(eml(1, eml(eml(1, eml(1, eml(eml(1, eml(1, x)), eml(eml(x, 1), 1)))), 1)), 1)",0.6,false,1.553634027928811e-31,6.0,false,0.0,2.0,3.0,100
K21_02,21,,10,"eml(eml(1, eml(eml(1, 1), 1)), eml(x, eml(eml(1, 1), eml(1, eml(1, eml(x, 1))))))",0.5,false,12.269582868874572,5.0,false,0.0,2.0,3.0,100
K21_03,21,,10,"eml(eml(1, eml(eml(1, x), eml(eml(1, eml(x, x)), 1))), eml(eml(1, 1), eml(x, x)))",0.9,false,7.3560856459674575,9.0,false,0.0,2.0,3.0,100
K21_04,21,,10,"eml(eml(eml(1, x), x), eml(eml(1, eml(x, eml(1, eml(eml(1, 1), eml(1, 1))))), x))",0.0,false,2.23340794317032,0.0,false,0.0,2.0,3.0,100
K21_05,21,,10,"eml(eml(eml(1, eml(eml(1, 1), eml(1, x))), eml(1, eml(eml(1, eml(x, x)), 1))), x)",0.8,false,0.024155114737670423,8.0,false,0.0,2.0,3.0,100
K21_06,21,,10,"eml(eml(1, eml(eml(eml(x, eml(eml(x, eml(1, x)), x)), eml(1, x)), eml(1, x))), x)",1.0,false,283.13806438606696,10.0,false,0.0,2.0,3.0,100
K21_07,21,,10,"eml(eml(1, eml(1, eml(eml(eml(1, x), eml(eml(1, x), 1)), eml(1, x)))), eml(1, 1))",0.3,false,6.848691022424799,3.0,false,0.0,2.0,3.0,100
K21_08,21,,10,"eml(1, eml(eml(1, eml(1, eml(eml(1, x), x))), eml(eml(1, x), eml(eml(1, x), x))))",0.6,true,32.7461002759525,6.0,true,0.0,2.0,3.0,100
K21_09,21,,10,"eml(x, eml(eml(1, eml(eml(1, eml(x, eml(1, eml(x, 1)))), eml(x, x))), eml(1, 1)))",0.1,false,0.7567252216638135,1.0,false,0.0,2.0,3.0,100
K21_10,21,,10,"eml(eml(eml(1, eml(x, eml(1, 1))), eml(x, eml(1, x))), eml(x, eml(eml(1, x), x)))",0.4,false,1.4458791205605572,4.0,false,0.0,2.0,3.0,100
K21_11,21,,10,"eml(1, eml(eml(eml(1, eml(x, eml(x, eml(1, 1)))), eml(1, eml(x, 1))), eml(1, 1)))",0.4,false,1.4727396351302837,4.0,false,0.0,2.0,3.0,100
K21_12,21,,10,"eml(1, eml(x, eml(eml(x, eml(1, 1)), eml(eml(1, eml(eml(1, eml(1, 1)), x)), 1))))",0.7,false,1.302278585135883,7.0,false,0.0,2.0,3.0,100
K21_13,21,,10,"eml(1, eml(eml(eml(1, eml(1, 1)), eml(eml(eml(1, eml(x, 1)), eml(x, 1)), 1)), 1))",0.9,false,19.210383629994162,9.0,false,0.0,2.0,3.0,100
K21_14,21,,10,"eml(eml(1, eml(x, 1)), eml(eml(1, eml(1, x)), eml(eml(eml(1, eml(x, 1)), 1), x)))",0.6,false,3.4180565140552126,6.0,false,0.0,2.0,3.0,100
K21_15,21,,10,"eml(1, eml(1, eml(eml(1, eml(eml(1, eml(x, eml(1, 1))), eml(x, eml(1, 1)))), 1)))",0.4,true,10.755397661450507,4.0,false,0.0,2.0,3.0,100
K21_16,21,,10,"eml(eml(eml(1, eml(x, eml(1, x))), eml(eml(1, eml(x, eml(1, eml(1, 1)))), 1)), 1)",0.7,false,1.6299027652249887,7.0,false,0.0,2.0,3.0,100
K21_17,21,,10,"eml(eml(eml(1, eml(eml(1, eml(1, 1)), eml(1, x))), eml(x, eml(x, eml(1, 1)))), 1)",0.4,false,1.0817438621316622,4.0,false,0.0,2.0,3.0,100
K21_18,21,,10,"eml(eml(eml(1, eml(1, eml(x, eml(eml(x, eml(eml(1, 1), x)), eml(x, 1))))), x), 1)",0.9,false,52.637644838554344,9.0,false,0.0,2.0,3.0,100
K21_19,21,,10,"eml(x, eml(eml(eml(eml(1, eml(x, 1)), 1), eml(eml(1, x), eml(x, 1))), eml(1, 1)))",0.3,false,0.35128070316972304,3.0,false,0.0,2.0,3.0,100
K21_20,21,,10,"eml(eml(1, eml(x, eml(eml(1, 1), eml(1, 1)))), eml(eml(1, eml(x, eml(x, x))), 1))",0.5,false,1.6344645555826216,5.0,false,0.0,2.0,3.0,100
K21_21,21,,10,"eml(1, eml(eml(1, eml(eml(1, eml(eml(eml(1, eml(1, x)), x), 1)), eml(1, 1))), x))",1.0,false,815981.1055485401,10.0,false,0.0,2.0,3.0,100
K21_22,21,,10,"eml(eml(1, eml(1, 1)), eml(x, eml(x, eml(1, eml(eml(eml(1, eml(x, x)), x), 1)))))",0.5,false,4.1449981875935835,5.0,false,0.0,2.0,3.0,100
K21_23,21,,10,"eml(eml(1, eml(1, x)), eml(eml(1, eml(eml(1, x), 1)), eml(x, eml(eml(1, x), x))))",0.7,false,9.36735755226671,7.0,false,0.0,2.0,3.0,100
K21_24,21,,10,"eml(1, eml(1, eml(eml(eml(x, eml(eml(x, 1), eml(x, eml(1, eml(1, 1))))), 1), 1)))",0.7,true,9071409.283346176,7.0,true,0.0,2.0,3.0,100
K21_25,21,,10,"eml(eml(1, eml(x, eml(eml(1, 1), eml(1, eml(1, x))))), eml(eml(eml(1, x), x), x))",0.6,false,382.3538441422705,6.0,false,0.0,2.0,3.0,100
K21_26,21,,10,"eml(x, eml(1, eml(eml(1, x), eml(eml(eml(eml(1, eml(x, x)), x), x), eml(1, 1)))))",0.1,false,0.08498693981733299,1.0,false,0.0,2.0,3.0,100
K21_27,21,,10,"eml(eml(1, eml(x, eml(eml(x, x), x))), eml(eml(1, eml(x, x)), eml(1, eml(1, x))))",0.6,false,28.581188654696096,6.0,false,0.0,2.0,3.0,100
K21_28,21,,10,"eml(eml(eml(1, eml(x, eml(1, eml(x, 1)))), x), eml(x, eml(eml(1, eml(1, x)), 1)))",0.4,false,1.2468250213650112,4.0,false,0.0,2.0,3.0,100
K21_29,21,,10,"eml(1, eml(eml(eml(1, eml(x, x)), eml(eml(eml(1, x), eml(1, 1)), x)), eml(1, 1)))",0.9,false,172300.48777725466,9.0,false,0.0,2.0,3.0,100
K23_00,23,,11,"eml(eml(eml(1, eml(x, 1)), eml(eml(1, 1), 1)), eml(x, eml(1, eml(1, eml(eml(1, x), x)))))",0.5454545454545454,false,3.122987224175643,6.0,false,0.0,2.0,3.0,100
K23_01,23,,11,"eml(eml(eml(1, eml(x, eml(x, 1))), eml(1, eml(eml(1, eml(x, eml(1, x))), eml(x, 1)))), 1)",0.5454545454545454,false,1.3830659197054596,6.0,false,0.0,2.0,3.0,100
K23_02,23,,11,"eml(eml(1, eml(x, eml(1, eml(eml(eml(1, x), eml(x, x)), eml(1, eml(x, eml(1, 1))))))), 1)",0.2727272727272727,true,3.144050112148774,3.0,false,0.0,2.0,3.0,100
K23_03,23,,11,"eml(eml(1, 1), eml(x, eml(eml(eml(1, eml(eml(1, x), x)), eml(x, eml(x, x))), eml(x, 1))))",0.45454545454545453,false,218.18214299632987,5.0,false,0.0,2.0,3.0,100
K23_04,23,,11,"eml(eml(eml(1, eml(eml(1, 1), eml(1, eml(eml(1, x), eml(1, eml(x, 1)))))), 1), eml(x, x))",0.5454545454545454,false,0.03782628966611977,6.0,false,0.0,2.0,3.0,100
K23_05,23,,11,"eml(eml(x, eml(eml(x, 1), eml(eml(1, eml(1, 1)), eml(eml(x, eml(x, x)), eml(x, 1))))), 1)",0.36363636363636365,true,2116094.9425511193,4.0,false,0.0,2.0,3.0,100
K23_06,23,,11,"eml(eml(eml(1, eml(eml(1, 1), eml(1, 1))), eml(eml(1, eml(1, eml(eml(1, x), x))), 1)), 1)",0.9090909090909091,false,21.85313161177603,10.0,false,0.0,2.0,3.0,100
K23_07,23,,11,"eml(eml(1, x), eml(eml(1, eml(eml(1, x), eml(eml(eml(1, eml(1, 1)), eml(1, x)), x))), 1))",0.2727272727272727,false,1.0559757891340078,3.0,false,0.0,2.0,3.0,100
K23_08,23,,11,"eml(1, eml(1, eml(eml(1, x), eml(eml(1, eml(x, x)), eml(eml(1, eml(x, eml(1, x))), x)))))",0.5454545454545454,true,17.113211223156128,6.0,true,0.0,2.0,3.0,100
K23_09,23,,11,"eml(x, eml(1, eml(eml(eml(1, x), eml(eml(1, eml(1, eml(x, x))), eml(1, eml(1, x)))), x)))",0.09090909090909091,false,0.46921568063701313,1.0,false,0.0,2.0,3.0,100
K23_10,23,,11,"eml(eml(1, 1), eml(eml(eml(eml(1, eml(x, eml(1, 1))), eml(x, eml(x, x))), eml(1, 1)), x))",0.45454545454545453,false,14.16734065239016,5.0,false,0.0,2.0,3.0,100
K23_11,23,,11,"eml(1, eml(1, eml(eml(1, 1), eml(x, eml(eml(x, eml(eml(1, 1), eml(eml(1, x), 1))), x)))))",1.0,false,94328.76071097318,11.0,false,0.0,2.0,3.0,100
K23_12,23,,11,"eml(eml(eml(eml(1, eml(eml(eml(1, eml(x, x)), eml(1, eml(x, 1))), x)), x), eml(1, 1)), 1)",0.6363636363636364,true,2.0593292772355336,7.0,true,0.0,2.0,3.0,100
K23_13,23,,11,"eml(eml(eml(1, eml(eml(1, x), eml(1, x))), eml(x, eml(x, eml(x, 1)))), eml(1, eml(x, 1)))",0.2727272727272727,true,1.9308340135751585,3.0,false,0.0,2.0,3.0,100
K23_14,23,,11,"eml(x, eml(eml(eml(1, eml(x, x)), eml(1, eml(x, eml(1, eml(1, eml(1, eml(1, x))))))), x))",0.18181818181818182,false,0.553260795938578,2.0,false,0.0,2.0,3.0,100
K23_15,23,,11,"eml(eml(1, eml(eml(1, eml(1, eml(1, x))), eml(eml(eml(1, eml(x, x)), eml(x, 1)), 1))), x)",0.8181818181818182,true,2.6227972152133185,9.0,true,0.0,2.0,3.0,100
K23_16,23,,11,"eml(eml(eml(eml(1, eml(x, eml(1, x))), eml(eml(1, x), 1)), eml(x, eml(1, x))), eml(x, 1))",0.6363636363636364,false,1.9976602742151122,7.0,false,0.0,2.0,3.0,100
K23_17,23,,11,"eml(eml(1, eml(eml(eml(1, eml(eml(1, 1), x)), eml(eml(1, x), x)), 1)), eml(1, eml(1, x)))",0.8181818181818182,false,8.199592067754754,9.0,false,0.0,2.0,3.0,100
K23_18,23,,11,"eml(1, eml(eml(1, eml(eml(1, x), 1)), eml(x, eml(1, eml(eml(eml(1, eml(x, x)), 1), 1)))))",0.5454545454545454,false,1.4223475361902476,6.0,false,0.0,2.0,3.0,100
K23_19,23,,11,"eml(1, eml(eml(1, eml(eml(1, 1), eml(eml(x, eml(1, x)), 1))), eml(x, eml(1, eml(x, 1)))))",0.18181818181818182,false,1.2495006502194606,2.0,false,0.0,2.0,3.0,100
K23_20,23,,11,"eml(x, eml(eml(eml(1, eml(x, x)), eml(eml(1, eml(eml(1, eml(1, eml(x, x))), x)), x)), 1))",0.2727272727272727,false,0.5285402428832006,3.0,false,0.0,2.0,3.0,100
K23_21,23,,11,"eml(1, eml(eml(eml(1, eml(1, eml(1, x))), eml(eml(1, eml(1, eml(x, x))), eml(x, 1))), x))",0.2727272727272727,false,1.4541673878971777,3.0,false,0.0,2.0,3.0,100
K23_22,23,,11,"eml(eml(1, eml(x, eml(1, eml(1, eml(eml(1, eml(1, x)), eml(1, eml(x, eml(1, 1)))))))), x)",0.18181818181818182,false,0.36199217240972464,2.0,false,0.0,2.0,3.0,100
K23_23,23,,11,"eml(eml(eml(eml(eml(x, eml(eml(x, x), eml(eml(1, x), 1))), eml(x, eml(1, x))), 1), 1), x)",0.7272727272727273,false,25.693815952377346,8.0,false,0.0,2.0,3.0,100
K23_24,23,,11,"eml(eml(eml(1, eml(x, eml(x, eml(eml(x, 1), eml(x, eml(1, x)))))), 1), eml(eml(1, x), 1))",0.8181818181818182,false,1.4370113213464109,9.0,false,0.0,2.0,3.0,100
K23_25,23,,11,"eml(1, eml(1, eml(eml(eml(1, eml(x, eml(eml(1, x), x))), eml(eml(1, 1), x)), eml(x, 1))))",0.8181818181818182,true,237.15008880574598,9.0,true,0.0,2.0,3.0,100
K23_26,23,,11,"eml(eml(1, eml(1, eml(eml(1, x), eml(eml(1, eml(eml(1, eml(1, x)), x)), x)))), eml(x, x))",0.7272727272727273,false,9.817486045262521,8.0,false,0.0,2.0,3.0,100
K23_27,23,,11,"eml(eml(1, eml(eml(eml(1, eml(x, 1)), eml(1, eml(1, x))), 1)), eml(1, eml(x, eml(1, x))))",0.18181818181818182,false,0.2344709868056366,2.0,false,0.0,2.0,3.0,100
K23_28,23,,11,"eml(1, eml(eml(1, 1), eml(eml(1, 1), eml(eml(1, eml(1, eml(x, eml(x, 1)))), eml(x, 1)))))",0.45454545454545453,false,1316.1536154578248,5.0,false,0.0,2.0,3.0,100
K23_29,23,,11,"eml(x, eml(eml(eml(eml(eml(1, eml(x, x)), x), x), eml(x, eml(eml(1, eml(x, x)), x))), 1))",0.09090909090909091,false,0.6913727660854443,1.0,false,0.0,2.0,3.0,100
K25_00,25,,12,"eml(eml(1, eml(eml(1, 1), eml(eml(1, eml(eml(eml(1, eml(x, 1)), 1), 1)), eml(x, eml(1, x))))), x)",0.5833333333333334,false,6.190640073142526,7.0,false,0.0,2.0,3.0,100
K25_01,25,,12,"eml(eml(1, eml(1, eml(1, eml(x, x)))), eml(1, eml(1, eml(1, eml(1, eml(1, eml(1, eml(x, x))))))))",0.25,false,1.5593418346684487,3.0,false,0.0,2.0,3.0,100
K25_02,25,,12,"eml(eml(eml(eml(1, eml(eml(1, eml(eml(1, eml(x, 1)), eml(x, 1))), x)), eml(eml(1, 1), x)), 1), 1)",0.9166666666666666,true,2614.9558296197465,11.0,true,0.0,2.0,3.0,100
K25_03,25,,12,"eml(eml(eml(eml(1, eml(x, 1)), eml(eml(1, x), eml(1, eml(eml(1, x), eml(1, eml(1, x)))))), 1), 1)",0.5,false,0.46865138285502056,6.0,false,0.0,2.0,3.0,100
K25_04,25,,12,"eml(eml(eml(eml(eml(1, eml(x, x)), eml(1, eml(1, eml(x, 1)))), eml(x, x)), x), eml(1, eml(x, x)))",0.75,true,1.6759887199189352,9.0,true,0.0,2.0,3.0,100
K25_05,25,,12,"eml(eml(eml(eml(x, eml(eml(x, x), x)), eml(x, x)), 1), eml(eml(1, eml(1, 1)), eml(x, eml(1, x))))",0.9166666666666666,false,3.7238252662199613,11.0,false,0.0,2.0,3.0,100
K25_06,25,,12,"eml(eml(1, eml(eml(1, eml(eml(1, 1), eml(eml(1, eml(x, 1)), eml(x, eml(x, 1))))), eml(x, 1))), x)",0.6666666666666666,false,36.9067951166757,8.0,false,0.0,2.0,3.0,100
K25_07,25,,12,"eml(1, eml(eml(1, x), eml(eml(eml(1, x), eml(1, eml(eml(1, eml(x, x)), eml(x, eml(1, 1))))), x)))",0.8333333333333334,false,9.890730847230609,10.0,false,0.0,2.0,3.0,100
K25_08,25,,12,"eml(eml(eml(eml(eml(1, eml(eml(1, 1), 1)), eml(x, x)), eml(1, 1)), eml(eml(1, eml(x, x)), 1)), 1)",0.8333333333333334,true,5.352867584900551,10.0,true,0.0,2.0,3.0,100
K25_09,25,,12,"eml(eml(1, eml(1, 1)), eml(1, eml(eml(eml(1, eml(x, eml(x, 1))), eml(x, 1)), eml(1, eml(x, x)))))",0.8333333333333334,false,48.91981526670441,10.0,false,0.0,2.0,3.0,100
K25_10,25,,12,"eml(eml(1, eml(1, x)), eml(eml(eml(1, eml(x, x)), eml(1, eml(1, x))), eml(x, eml(eml(1, x), 1))))",0.4166666666666667,false,4.193259865455804,5.0,false,0.0,2.0,3.0,100
K25_11,25,,12,"eml(eml(1, eml(x, eml(eml(x, eml(eml(1, 1), eml(x, 1))), eml(x, eml(x, 1))))), eml(1, eml(1, x)))",0.8333333333333334,false,7616.322815952644,10.0,false,0.0,2.0,3.0,100
K25_12,25,,12,"eml(eml(1, eml(1, x)), eml(eml(1, eml(x, eml(eml(1, eml(1, eml(x, x))), x))), eml(eml(1, 1), 1)))",0.25,false,2.417905497400704,3.0,false,0.0,2.0,3.0,100
K25_13,25,,12,"eml(1, eml(x, eml(eml(1, eml(eml(eml(eml(1, eml(x, x)), eml(x, 1)), eml(1, x)), 1)), eml(1, 1))))",0.16666666666666666,false,0.32977885294921094,2.0,false,0.0,2.0,3.0,100
K25_14,25,,12,"eml(1, eml(eml(eml(1, eml(x, eml(1, eml(x, 1)))), eml(1, eml(1, eml(eml(1, eml(1, 1)), x)))), x))",0.16666666666666666,false,1.6445620001897387,2.0,false,0.0,2.0,3.0,100
K25_15,25,,12,"eml(1, eml(x, eml(eml(1, eml(eml(1, eml(eml(1, x), eml(eml(1, 1), 1))), eml(1, eml(1, x)))), 1)))",0.25,true,8.948345256420874,3.0,false,0.0,2.0,3.0,100
K25_16,25,,12,"eml(1, eml(eml(1, x), eml(1, eml(eml(1, eml(eml(1, eml(x, x)), eml(eml(1, x), eml(x, 1)))), x))))",0.4166666666666667,true,23.852610270142403,5.0,false,0.0,2.0,3.0,100
K25_17,25,,12,"eml(1, eml(1, eml(eml(x, eml(eml(eml(1, eml(1, 1)), 1), x)), eml(x, eml(x, eml(1, eml(1, x)))))))",0.16666666666666666,false,3.381333727419027,2.0,false,0.0,2.0,3.0,100
K25_18,25,,12,"eml(x, eml(eml(1, eml(eml(eml(eml(1, eml(eml(1, 1), 1)), x), 1), eml(x, eml(1, eml(x, 1))))), x))",0.08333333333333333,false,1.3162760042217925,1.0,false,0.0,2.0,3.0,100
K25_19,25,,12,"eml(x, eml(eml(eml(1, eml(x, x)), eml(x, eml(x, eml(eml(x, 1), eml(eml(1, eml(x, 1)), 1))))), 1))",0.25,false,0.21228521993663127,3.0,false,0.0,2.0,3.0,100
K25_20,25,,12,"eml(eml(1, eml(eml(1, x), eml(1, 1))), eml(x, eml(1, eml(eml(1, eml(x, 1)), eml(eml(1, 1), 1)))))",0.6666666666666666,true,28.84767017937836,8.0,true,0.0,2.0,3.0,100
K25_21,25,,12,"eml(eml(1, eml(eml(eml(eml(1, eml(x, x)), x), 1), 1)), eml(eml(1, x), eml(eml(1, eml(1, x)), x)))",0.08333333333333333,false,0.6105068965160053,1.0,false,0.0,2.0,3.0,100
K25_22,25,,12,"eml(eml(1, eml(1, eml(1, eml(1, 1)))), eml(x, eml(eml(1, eml(eml(1, eml(1, 1)), 1)), eml(x, x))))",0.5833333333333334,false,14.149327713840805,7.0,false,0.0,2.0,3.0,100
K25_23,25,,12,"eml(eml(1, eml(1, x)), eml(eml(1, eml(1, eml(1, 1))), eml(eml(1, eml(eml(1, 1), eml(1, 1))), 1)))",0.4166666666666667,false,22.99440391283518,5.0,false,0.0,2.0,3.0,100
K25_24,25,,12,"eml(eml(1, eml(eml(eml(eml(1, eml(x, eml(1, x))), eml(eml(1, 1), x)), eml(x, x)), 1)), eml(1, 1))",0.0,false,5.99610282029543,0.0,false,0.0,2.0,3.0,100
K25_25,25,,12,"eml(1, eml(eml(eml(1, eml(eml(1, x), eml(1, eml(x, x)))), eml(x, 1)), eml(eml(1, eml(x, 1)), x)))",0.6666666666666666,false,1.0630191290443367,8.0,false,0.0,2.0,3.0,100
K25_26,25,,12,"eml(1, eml(1, eml(x, eml(eml(eml(eml(1, eml(x, eml(1, x))), eml(x, 1)), eml(1, x)), eml(x, 1)))))",0.5,true,10.209061140974947,6.0,true,0.0,2.0,3.0,100
K25_27,25,,12,"eml(1, eml(eml(eml(eml(1, eml(eml(eml(1, x), 1), 1)), x), eml(eml(1, 1), x)), eml(1, eml(1, 1))))",0.9166666666666666,false,180408.02984087856,11.0,false,0.0,2.0,3.0,100
